original_language,popularity,release_date,vote_average,vote_count,studio,movie,production_budget,domestic_gross,worldwide_gross
en,8.295,2014-10-10,5.3,103,LGF,Addicted,"$5,000,000","$17,390,770","$17,499,242"
en,8.289,2014-02-28,6.4,123,Fox,Son of God,"$22,000,000","$59,700,064","$70,949,793"
en,8.26,2014-08-08,7.3,785,BV,The Hundred-Foot Journey,"$22,000,000","$54,235,441","$94,270,488"
en,8.25,2014-06-20,6.3,319,SGem,Think Like a Man Too,"$24,000,000","$65,028,687","$70,027,933"
en,8.235,2014-07-25,5.9,264,CE,And So It Goes,"$18,000,000","$15,160,801","$17,920,013"
en,8.232000000000001,2014-06-06,6.7,256,A24,Obvious Child,"$1,000,000","$3,122,616","$3,324,070"
en,8.232000000000001,2014-08-29,6.5,389,Saban,The Homesman,"$16,000,000","$2,429,989","$8,217,571"
en,8.05,2015-01-30,6.8,193,Rela.,Black or White,"$9,000,000","$21,571,189","$21,971,021"
en,8.03,2014-10-17,7.4,149,Gold.,Rudderless,"$5,000,000","$56,001","$567,219"
en,8.022,2015-04-17,5.9,609,A24,While We're Young,"$10,000,000","$7,582,065","$17,503,828"
en,7.8839999999999995,2014-12-19,6.5,301,SPC,Mr. Turner,"$14,000,000","$3,958,546","$25,187,026"
en,7.845,2014-01-18,6.6,440,Focus,Wish I Was Here,"$6,000,000","$3,591,299","$6,591,365"
en,7.821000000000001,2014-03-14,6.7,699,WB,Veronica Mars,"$6,000,000","$3,322,127","$3,485,383"
en,7.771,2014-05-16,6.8,353,BV,Million Dollar Arm,"$25,000,000","$36,447,959","$39,217,912"
pl,7.568,2014-05-02,7.3,455,MBox,Ida,"$2,600,000","$3,827,060","$15,298,355"
en,7.455,2014-10-17,6.1,296,RAtt.,Dear White People,"$1,250,000","$4,404,154","$5,403,771"
en,7.403,2014-09-12,6.7,173,WB,Dolphin Tale 2,"$36,000,000","$42,024,533","$57,824,533"
en,7.2620000000000005,2014-05-09,6.4,528,Trib.,Palo Alto,"$1,000,000","$767,732","$1,156,309"
en,7.254,2014-04-03,5.8,302,FoxS,Dom Hemingway,"$7,000,000","$523,511","$1,857,458"
en,7.189,2014-07-02,5.7,377,Rela.,Earth to Echo,"$13,000,000","$38,934,842","$42,174,545"
en,6.9479999999999995,2014-04-18,5.5,597,ORF,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861"
en,6.933,2014-06-20,6.9,380,WB,Jersey Boys,"$40,000,000","$47,047,013","$65,282,732"
en,6.7829999999999995,2014-10-10,6.2,817,BV,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$28,000,000","$66,954,149","$101,379,287"
en,6.322,2014-12-12,6.3,281,Par.,Top Five,"$12,000,000","$25,317,379","$26,001,741"
en,6.206,2015-01-23,5.6,126,TFA,Song One,"$6,000,000","$32,251","$437,089"
en,6.1610000000000005,2014-03-10,6.4,77,WB,The Mule,"$50,000,000","$103,804,407","$170,857,676"
en,6.08,2014-08-22,6.6,185,TriS,When the Game Stands Tall,"$15,000,000","$30,127,963","$30,138,912"
en,5.893,2014-01-17,4.5,303,Fox,Devil's Due,"$7,000,000","$15,821,461","$36,146,087"
hi,5.888,2014-02-28,7.3,350,SPC,The Lunchbox,"$1,700,000","$4,231,500","$12,231,500"
en,5.519,2014-03-07,6.1,68,IFC,The Face of Love,"$4,000,000","$385,069","$1,158,877"
en,5.372999999999999,2015-06-19,5.8,57,BG,Eden,"$2,300,000",$0,$0
no,2.864,2014-06-27,6.1,18,DR,Jackpot,"$400,000","$44,452","$44,452"
en,1.595,2014-07-03,5.9,25,Strand,The Girl on the Train,"$45,000,000","$75,395,035","$174,278,214"
ru,1.4,2014-06-01,6.5,2,FoxS,Shame,"$6,500,000","$4,002,293","$20,412,841"
ru,1.004,2014-03-08,6.3,4,SPC,Another Year,"$8,000,000","$3,205,706","$20,005,613"
en,0.938,2014-06-03,6.2,3,Fox,Won't Back Down,"$19,000,000","$5,310,554","$5,745,503"
en,0.6,2014-03-25,7.5,2,Par.,Noah,"$130,000,000","$101,200,044","$352,831,065"
en,0.6,2014-06-15,7.0,1,Uni.,Truth or Dare,"$3,500,000","$41,411,015","$95,127,344"
en,0.6,2014-10-04,5.0,2,BG,Eden,"$2,300,000",$0,$0
en,0.6,2014-01-01,5.0,1,Sum.,Red,"$60,000,000","$90,380,162","$196,439,693"
en,44.383,2015-05-01,7.3,13457,BV,Avengers: Age of Ultron,"$330,600,000","$459,005,868","$1,403,013,963"
en,36.92,2014-11-07,7.8,10176,BV,Big Hero 6,"$165,000,000","$222,527,828","$652,127,828"
en,32.715,2015-07-17,7.1,11949,BV,Ant-Man,"$130,000,000","$180,202,163","$518,858,449"
en,30.318,2015-11-06,6.4,6719,Sony,Spectre,"$300,000,000","$200,074,175","$879,620,923"
en,28.099,2015-05-15,7.4,14454,WB,Mad Max: Fury Road,"$150,000,000","$153,636,354","$370,098,020"
en,27.679000000000002,2015-01-09,6.1,3406,Fox,Taken 3,"$48,000,000","$89,256,424","$327,656,424"
en,27.414,2015-05-29,6.1,5125,WB (NL),San Andreas,"$110,000,000","$155,190,832","$456,258,539"
en,26.386,2015-04-17,6.2,903,LG/S,Child 44,"$50,000,000","$1,224,330","$8,004,221"
en,26.103,2015-02-13,7.6,10287,Fox,Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724"
en,25.305,2015-07-24,7.4,3424,Wein.,Southpaw,"$30,000,000","$52,421,953","$94,156,456"
en,24.796999999999997,2015-06-19,8.0,12691,BV,Inside Out,"$175,000,000","$356,461,711","$854,235,992"
en,24.52,2015-03-06,6.7,4995,Sony,Chappie,"$49,000,000","$31,569,268","$105,002,056"
en,24.058000000000003,2015-02-27,5.3,4401,WB,Jupiter Ascending,"$179,000,000","$47,482,519","$181,982,519"
en,23.029,2015-07-24,5.6,4423,Sony,Pixels,"$90,000,000","$78,765,986","$244,041,804"
en,22.855999999999998,2015-10-02,7.7,12172,Fox,The Martian,"$108,000,000","$228,433,663","$655,271,443"
en,22.855999999999998,2015-02-06,5.3,1549,Uni.,Seventh Son,"$95,000,000","$17,725,785","$108,874,967"
en,21.229,2015-02-13,5.4,6451,Uni.,Fifty Shades of Grey,"$40,000,000","$166,167,230","$570,998,101"
en,20.709,2015-06-12,6.6,14056,Uni.,Jurassic World,"$215,000,000","$652,270,625","$1,648,854,864"
en,20.680999999999997,2015-12-25,7.7,8065,Wein.,The Hateful Eight,"$62,000,000","$54,117,416","$147,864,886"
en,20.468,2015-09-18,7.3,4475,LGF,Sicario,"$30,000,000","$46,889,293","$84,393,749"
en,20.396,2015-04-03,7.3,6538,Uni.,Furious 7,"$190,000,000","$353,007,020","$1,518,722,794"
en,20.136,2015-05-22,6.2,4610,BV,Tomorrowland,"$170,000,000","$93,436,322","$206,627,518"
en,20.0,2015-10-16,8.1,5494,A24,Room,"$13,000,000","$14,677,674","$36,262,783"
en,19.487000000000002,2015-11-18,6.8,7609,LGF,The Hunger Games: Mockingjay - Part 2,"$160,000,000","$281,723,902","$648,986,787"
en,19.41,2015-12-25,7.4,11064,Fox,The Revenant,"$135,000,000","$183,637,894","$532,938,302"
en,19.005,2015-08-26,6.8,1296,Wein.,No Escape,"$5,000,000","$27,288,872","$42,844,516"
en,18.957,2015-10-16,6.2,2147,Sony,Goosebumps,"$58,000,000","$80,069,458","$158,905,324"
en,18.485,2015-04-10,7.6,8026,A24,Ex Machina,"$13,000,000","$25,440,971","$38,358,392"
en,18.473,2014-12-25,7.4,7658,WB,American Sniper,"$58,000,000","$350,126,372","$547,326,372"
en,18.469,2015-05-15,6.8,3599,Uni.,Pitch Perfect 2,"$29,000,000","$184,296,230","$287,625,468"
en,18.423,2015-07-17,5.8,1731,Uni.,Trainwreck,"$35,000,000","$110,212,700","$141,123,897"
en,18.419,2015-03-27,6.5,3485,RTWC,It Follows,"$2,000,000","$14,674,077","$23,250,755"
en,17.867,2015-10-09,5.0,1490,LGP,Knock Knock,"$2,000,000","$36,336","$6,328,516"
en,17.684,2015-06-26,6.1,4227,Uni.,Ted 2,"$68,000,000","$81,476,385","$217,214,143"
en,17.675,2015-11-25,6.7,3135,BV,The Good Dinosaur,"$187,500,000","$123,087,120","$333,771,037"
en,17.592,2015-03-13,6.4,1684,WB,Run All Night,"$50,000,000","$26,461,644","$66,961,644"
en,17.31,2015-09-18,6.6,6365,Fox,Maze Runner: The Scorch Trials,"$61,000,000","$81,697,192","$310,566,162"
en,16.824,2015-01-16,5.3,1165,Uni.,Blackhat,"$70,000,000","$8,005,980","$19,665,004"
en,16.685,2015-10-23,5.8,2193,LG/S,The Last Witch Hunter,"$80,000,000","$27,367,660","$130,818,912"
en,16.553,2015-09-25,6.7,3184,Sony,Hotel Transylvania 2,"$80,000,000","$169,700,110","$469,500,298"
en,16.36,2015-08-07,4.4,3837,Fox,Fantastic Four,"$87,500,000","$154,696,080","$333,132,750"
en,16.36,2015-08-07,4.4,3837,Fox,Fantastic Four,"$120,000,000","$56,117,548","$167,849,187"
en,16.355999999999998,2015-11-25,7.3,4010,WB (NL),Creed,"$37,000,000","$109,767,581","$173,567,581"
en,16.354,2015-11-06,7.8,4935,ORF,Spotlight,"$20,000,000","$45,055,776","$92,088,460"
en,15.940999999999999,2015-04-17,5.0,900,Sony,Paul Blart: Mall Cop 2,"$38,000,000","$71,091,594","$107,650,646"
en,15.876,2015-01-16,6.5,961,SGem,The Wedding Ringer,"$23,000,000","$64,460,211","$80,171,596"
en,14.972999999999999,2015-12-18,5.8,852,Fox,Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956"
en,14.645999999999999,2015-09-18,6.4,2020,WB,Black Mass,"$53,000,000","$62,575,678","$98,837,872"
en,14.640999999999998,2015-01-16,4.3,312,Annapurna,Vice,"$60,000,000","$47,836,282","$70,883,171"
en,14.377,2015-09-25,7.1,3373,WB,The Intern,"$40,000,000","$75,764,672","$197,115,710"
en,14.33,2015-12-11,6.6,2137,WB,In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
en,14.327,2015-12-11,7.3,4657,Par.,The Big Short,"$28,000,000","$70,259,870","$133,162,752"
en,14.244000000000002,2015-01-09,6.6,1359,WB,Inherent Vice,"$20,000,000","$8,110,975","$14,772,346"
en,14.227,2015-07-29,6.2,1934,WB (NL),Vacation,"$31,000,000","$58,884,188","$102,306,500"
en,14.082,2015-08-21,5.6,1764,Fox,Hitman: Agent 47,"$35,000,000","$22,467,450","$82,182,803"
en,13.815,2015-02-06,5.7,1165,Par.,The SpongeBob Movie: Sponge Out of Water,"$74,000,000","$162,994,032","$311,013,181"
en,13.802,2015-06-03,6.2,647,WB,Entourage,"$30,000,000","$32,363,404","$46,438,538"
en,13.565,2015-01-16,7.0,1904,W/Dim.,Paddington,"$55,000,000","$76,223,578","$258,789,097"
en,13.493,2016-02-19,6.6,2931,A24,The Witch,"$3,500,000","$25,138,705","$40,454,520"
en,13.427999999999999,2015-09-04,5.4,836,EC,The Transporter Refueled,"$22,000,000","$16,029,670","$69,698,495"
en,13.263,2015-01-23,5.4,1666,LGF,Mortdecai,"$60,000,000","$7,696,134","$30,396,134"
en,13.095999999999998,2015-11-20,7.4,1949,Wein.,Carol,"$11,800,000","$12,711,491","$42,843,521"
en,13.054,2015-10-09,5.9,1701,WB,Pan,"$150,000,000","$35,088,320","$151,525,973"
en,13.0,2015-05-08,5.3,958,RAtt.,Maggie,"$4,500,000","$187,112","$1,027,760"
en,12.835999999999999,2015-10-16,7.2,4313,BV,Bridge of Spies,"$40,000,000","$72,313,754","$162,498,338"
en,12.761,2015-10-23,6.4,1841,Wein.,Burnt,"$20,000,000","$13,651,946","$36,773,510"
en,12.270999999999999,2014-12-31,6.6,792,A24,A Most Violent Year,"$20,000,000","$5,749,134","$8,846,875"
en,12.129000000000001,2015-03-27,6.0,1469,WB,Get Hard,"$40,000,000","$90,411,453","$106,511,453"
en,12.083,2015-11-04,7.3,1912,FoxS,Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
en,11.754000000000001,2015-10-02,6.9,1906,TriS,The Walk,"$35,000,000","$10,161,183","$61,492,104"
en,11.731,2015-08-14,7.7,2048,Uni.,Straight Outta Compton,"$28,000,000","$161,197,785","$202,182,981"
en,11.564,2015-07-24,6.0,3587,Fox,Paper Towns,"$12,000,000","$32,000,304","$85,450,484"
en,11.479000000000001,2015-04-24,6.8,682,WB,The Water Diviner,"$22,500,000","$4,200,117","$31,054,727"
en,11.344000000000001,2015-11-01,6.6,894,Fox,The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
en,11.168,2015-04-10,7.5,1908,Fox,The Longest Ride,"$34,000,000","$37,446,117","$63,802,928"
en,10.993,2015-12-18,5.9,922,Uni.,Sisters,"$30,000,000","$87,044,645","$106,030,660"
en,10.809000000000001,2015-08-28,6.3,1241,WB,We Are Your Friends,"$2,000,000","$3,591,417","$10,153,415"
en,10.450999999999999,2015-10-30,6.2,915,Par.,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855"
en,10.424000000000001,2015-03-13,6.5,1063,Drft.,The Invitation,"$1,000,000","$231,738","$354,836"
en,10.388,2015-03-20,5.7,583,ORF,The Gunman,"$40,000,000","$10,664,749","$18,594,227"
en,10.305,2015-12-25,6.5,2723,Fox,Joy,"$60,000,000","$56,451,232","$101,134,059"
en,10.285,2015-12-30,7.1,927,Par.,Anomalisa,"$8,000,000","$3,759,286","$5,706,168"
en,10.196,2015-09-11,6.2,2634,Uni.,The Visit,"$5,000,000","$65,206,105","$98,677,816"
en,10.195,2015-11-20,6.8,1692,Uni.,Legend,"$25,000,000","$1,872,994","$42,425,450"
en,10.195,2015-11-20,6.8,1692,Uni.,Legend,"$25,000,000","$15,502,112","$23,506,237"
en,10.157,2015-02-27,5.1,825,Rela.,The Lazarus Effect,"$5,000,000","$25,801,570","$38,359,310"
en,9.993,2015-11-09,6.2,565,WB,The 33,"$25,000,000","$12,227,722","$28,400,715"
en,9.97,2015-08-21,6.0,1756,LGF,American Ultra,"$28,000,000","$14,439,985","$30,295,028"
en,9.943,2016-04-15,6.8,1314,A24,Green Room,"$5,000,000","$3,220,371","$3,807,503"
en,9.916,2015-08-21,5.8,1142,Focus,Sinister 2,"$10,000,000","$27,740,955","$54,104,225"
en,9.897,2015-10-16,6.5,2986,Uni.,Crimson Peak,"$55,000,000","$31,090,320","$74,966,854"
en,9.685,2015-05-29,5.3,1226,Sony,Aloha,"$37,000,000","$21,052,030","$25,387,091"
en,9.607000000000001,2015-05-08,5.6,1000,WB (NL),Hot Pursuit,"$35,000,000","$34,580,201","$45,671,512"
en,9.55,2015-01-30,6.5,1449,Par.,Project Almanac,"$12,000,000","$22,348,241","$32,909,437"
en,9.417,2015-12-04,6.0,1046,Uni.,Krampus,"$15,000,000","$42,725,475","$61,788,393"
en,9.382,2015-08-28,6.7,460,SPC,The Diary of a Teenage Girl,"$2,000,000","$1,477,002","$2,279,959"
en,9.338,2015-07-10,6.4,7343,Uni.,Minions,"$74,000,000","$336,045,770","$1,160,336,173"
en,9.269,2015-12-04,6.3,393,SPC,The Lady in the Van,"$6,000,000","$10,021,175","$42,320,503"
it,9.265,2015-12-04,6.9,1098,FoxS,Youth,"$13,000,000","$2,703,296","$24,001,573"
en,9.251,2015-06-04,7.4,486,SPC,Testament of Youth,"$10,000,000","$1,822,250","$6,646,669"
en,9.246,2015-06-19,7.2,954,ORF,Dope,"$7,000,000","$17,506,470","$18,190,831"
en,9.166,2015-07-10,4.8,591,WB (NL),The Gallows,"$100,000","$22,764,410","$41,656,474"
en,9.061,2015-11-10,5.8,1200,Fox,Victor Frankenstein,"$40,000,000","$5,775,076","$31,124,367"
en,9.054,2015-02-20,6.8,2987,LGF,The DUFF,"$8,500,000","$34,030,343","$43,528,634"
en,9.014,2015-11-20,6.1,956,Sony,The Night Before,"$25,000,000","$43,035,725","$52,427,346"
en,8.933,2015-03-20,6.7,260,BST,Danny Collins,"$10,000,000","$5,637,066","$8,465,845"
en,8.895,2015-10-09,6.8,2572,Uni.,Steve Jobs,"$30,000,000","$17,766,658","$35,579,007"
en,8.681000000000001,2015-07-01,6.2,1110,WB,Magic Mike XXL,"$14,500,000","$66,013,057","$123,660,597"
en,8.677,2015-06-12,7.6,1570,FoxS,Me and Earl and the Dying Girl,"$8,000,000","$6,758,416","$9,266,180"
en,8.559,2015-04-24,7.4,3853,LGF,The Age of Adaline,"$30,000,000","$42,629,776","$68,984,536"
en,8.516,2015-03-06,5.2,472,Fox,Unfinished Business,"$35,000,000","$10,219,501","$13,214,051"
en,8.261000000000001,2015-11-13,5.8,384,LGF,Love the Coopers,"$18,000,000","$26,302,731","$42,227,490"
en,8.247,2015-08-07,5.8,473,TriS,Ricki and the Flash,"$18,000,000","$26,839,498","$41,166,033"
en,8.232999999999999,2015-05-21,6.5,985,RTWC,Before We Go,"$3,000,000","$37,151","$483,938"
en,8.197000000000001,2015-02-20,7.3,358,BV,"McFarland, USA","$17,000,000","$44,480,275","$45,707,924"
en,8.157,2015-10-23,5.2,774,Par.,Paranormal Activity: The Ghost Dimension,"$10,000,000","$18,297,124","$77,959,374"
en,8.12,2015-04-17,5.4,2019,Uni.,Unfriended,"$1,000,000","$32,789,645","$64,364,198"
en,8.052999999999999,2015-02-20,5.1,512,Par.,Hot Tub Time Machine 2,"$14,000,000","$12,314,651","$12,826,644"
en,8.05,2015-01-30,6.8,193,Rela.,Black or White,"$9,000,000","$21,571,189","$21,971,021"
en,8.022,2015-04-17,5.9,609,A24,While We're Young,"$10,000,000","$7,582,065","$17,503,828"
en,7.942,2015-10-23,5.4,241,Uni.,Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937"
en,7.841,2015-07-24,4.6,365,LGF,The Vatican Tapes,"$13,000,000","$1,784,763","$14,929,184"
en,7.763,2015-10-23,7.3,982,Focus,Suffragette,"$14,000,000","$4,702,420","$34,044,909"
en,7.76,2015-04-10,7.4,787,Wein.,Woman in Gold,"$11,000,000","$33,307,793","$58,586,407"
en,7.731,2015-03-06,6.4,420,FoxS,The Second Best Exotic Marigold Hotel,"$10,000,000","$33,078,266","$90,384,306"
en,7.6610000000000005,2015-06-19,5.4,94,IFC,Manglehorn,"$4,000,000","$132,270","$797,439"
tr,7.459,2015-11-20,8.0,755,Cohen,Mustang,"$1,400,000","$845,464","$5,552,584"
en,7.419,2015-08-28,7.5,171,TriS,War Room,"$3,000,000","$67,790,117","$73,975,239"
en,7.313,2015-10-02,7.3,360,LGF,Freeheld,"$7,000,000","$546,201","$1,732,228"
pt,7.178999999999999,2015-10-09,7.1,353,FCW,Trash,"$12,000,000","$17,484","$6,553,186"
hi,7.122000000000001,2015-07-17,7.9,232,Eros,Bajrangi Bhaijaan,"$13,000,000","$8,178,001","$121,778,347"
en,7.062,2015-01-23,4.4,1382,Uni.,The Boy Next Door,"$4,000,000","$36,006,065","$53,401,938"
en,6.935,2015-09-02,5.9,402,BG,A Walk in the Woods,"$8,000,000","$29,499,394","$37,119,358"
en,6.727,2015-09-11,5.7,211,SGem,The Perfect Guy,"$18,000,000","$57,027,435","$60,278,166"
en,6.471,2015-11-13,5.4,306,Uni.,By the Sea,"$20,000,000","$538,460","$3,727,746"
en,6.465,2015-05-08,4.6,125,IFC,The D Train,"$3,000,000","$669,688","$772,366"
en,6.206,2015-01-23,5.6,126,TFA,Song One,"$6,000,000","$32,251","$437,089"
en,5.91,2015-07-10,5.2,135,Alc,Strangerland,"$10,000,000","$17,472","$161,097"
en,5.805,2015-04-23,7.0,292,ORF,Little Boy,"$20,000,000","$6,485,961","$17,769,299"
en,5.599,2015-03-20,7.0,72,PFR,Do You Believe?,"$2,300,000","$12,985,600","$14,304,931"
en,5.575,2015-10-16,7.0,79,PFR,Woodlawn,"$13,000,000","$14,394,097","$14,403,703"
en,5.372999999999999,2015-06-19,5.8,57,BG,Eden,"$2,300,000",$0,$0
fr,4.208,2015-09-14,6.3,73,IFC,Evolution,"$80,000,000","$38,311,134","$98,341,932"
en,3.0610000000000004,2015-09-18,5.4,29,BG,Eden,"$2,300,000",$0,$0
en,1.96,2015-11-13,6.5,16,BV,Moana,"$150,000,000","$248,757,044","$637,517,365"
en,1.508,2015-03-20,6.9,33,Rela.,Desert Dancer,"$4,000,000","$155,271","$596,335"
en,1.4,2015-05-04,4.0,1,WB (NL),Tag,"$28,000,000","$54,730,625","$77,026,186"
en,1.122,2015-10-28,7.4,5,Magn.,Monsters,"$500,000","$237,301","$5,639,730"
en,0.9620000000000001,2015-12-15,7.0,2,WB,Flipped,"$14,000,000","$1,755,212","$4,289,993"
el,0.84,2015-01-25,7.0,1,Studio 8,Alpha,"$51,000,000","$35,851,379","$99,624,873"
en,0.631,2015-05-01,8.0,1,Uni.,The Visit,"$5,000,000","$65,206,105","$98,677,816"
en,0.6,2015-05-01,10.0,1,Sum.,A Better Life,"$10,000,000","$1,759,252","$1,884,251"
en,0.6,2015-05-13,10.0,1,Par.,Book Club,"$10,000,000","$68,566,296","$91,113,683"
en,0.6,2015-11-01,7.0,1,WB,Edge of Darkness,"$60,000,000","$43,313,890","$82,812,456"
ru,0.6,2015-12-03,5.5,4,FoxS,Battle of the Sexes,"$25,000,000","$12,638,526","$18,445,379"
fr,0.6,2015-08-04,5.0,1,BBC,They Will Have to Kill Us First,"$600,000",$0,"$7,943"
zh,0.6,2015-02-24,4.0,1,Wein.,The Master,"$37,500,000","$16,247,159","$50,647,416"
en,39.293,2016-05-27,6.5,8348,Fox,X-Men: Apocalypse,"$178,000,000","$155,442,489","$542,537,546"
en,39.137,2016-05-06,7.4,14000,BV,Captain America: Civil War,"$250,000,000","$408,084,349","$1,140,069,413"
en,35.067,2016-02-12,7.6,20175,Fox,Deadpool,"$58,000,000","$363,070,709","$801,025,593"
en,33.035,2016-11-04,7.3,12582,BV,Doctor Strange,"$165,000,000","$232,641,920","$676,404,566"
en,30.318,2015-11-06,6.4,6719,Sony,Spectre,"$300,000,000","$200,074,175","$879,620,923"
en,29.886999999999997,2016-09-02,7.1,831,BV,The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732"
en,28.088,2016-03-25,5.8,11991,WB,Batman v Superman: Dawn of Justice,"$250,000,000","$330,360,194","$867,500,281"
en,27.549,2016-03-04,7.7,9977,BV,Zootopia,"$150,000,000","$341,268,248","$1,019,429,616"
en,25.805,2016-06-10,6.8,6744,LG/S,Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007"
en,25.783,2016-09-26,7.2,10375,Uni.,Split,"$5,000,000","$138,141,585","$278,964,806"
en,25.441999999999997,2016-11-11,7.4,10387,Par.,Arrival,"$47,000,000","$100,546,139","$203,127,894"
en,24.074,2016-11-04,8.1,6608,LGF,Hacksaw Ridge,"$40,000,000","$67,209,615","$168,904,682"
en,22.855999999999998,2015-10-02,7.7,12172,Fox,The Martian,"$108,000,000","$228,433,663","$655,271,443"
en,21.486,2016-01-15,7.0,1573,Par.,13 Hours: The Secret Soldiers of Benghazi,"$50,000,000","$52,853,219","$69,411,370"
en,21.464000000000002,2016-06-10,6.3,4071,Uni.,Warcraft,"$160,000,000","$47,225,655","$425,522,281"
en,21.401,2016-12-16,7.5,9296,BV,Rogue One: A Star Wars Story,"$200,000,000","$532,177,324","$1,049,102,856"
en,20.680999999999997,2015-12-25,7.7,8065,Wein.,The Hateful Eight,"$62,000,000","$54,117,416","$147,864,886"
en,20.468,2015-09-18,7.3,4475,LGF,Sicario,"$30,000,000","$46,889,293","$84,393,749"
en,20.08,2016-07-01,6.2,1916,BV,The BFG,"$140,000,000","$55,483,770","$199,646,680"
en,20.0,2015-10-16,8.1,5494,A24,Room,"$13,000,000","$14,677,674","$36,262,783"
en,19.611,2016-11-23,6.7,2765,Par.,Allied,"$106,000,000","$40,098,064","$119,266,661"
en,19.487000000000002,2015-11-18,6.8,7609,LGF,The Hunger Games: Mockingjay - Part 2,"$160,000,000","$281,723,902","$648,986,787"
en,19.41,2015-12-25,7.4,11064,Fox,The Revenant,"$135,000,000","$183,637,894","$532,938,302"
en,19.142,2016-07-22,6.7,4275,Par.,Star Trek Beyond,"$185,000,000","$158,848,340","$335,802,233"
en,18.975,2016-07-01,6.3,2900,Uni.,The Purge: Election Year,"$10,000,000","$79,042,440","$118,514,727"
en,18.957,2015-10-16,6.2,2147,Sony,Goosebumps,"$58,000,000","$80,069,458","$158,905,324"
en,18.517,2016-02-26,5.4,2353,LG/S,Gods of Egypt,"$140,000,000","$31,153,464","$138,836,756"
en,18.233,2016-07-22,5.9,2430,Fox,Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682"
en,18.148,2016-09-09,7.1,3924,WB,Sully,"$60,000,000","$125,070,033","$238,524,556"
en,17.998,2016-05-20,6.0,1851,Sony,The Angry Birds Movie,"$73,000,000","$107,509,366","$352,327,887"
en,17.892,2016-03-11,6.9,4629,Par.,10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422"
en,17.675,2015-11-25,6.7,3135,BV,The Good Dinosaur,"$187,500,000","$123,087,120","$333,771,037"
en,17.662,2016-05-20,5.7,2829,Uni.,Neighbors 2: Sorority Rising,"$35,000,000","$55,340,730","$108,757,621"
en,17.572,2016-12-21,6.9,4303,Uni.,Sing,"$75,000,000","$270,329,045","$634,454,789"
en,17.41,2016-10-28,5.9,3877,Sony,Inferno,"$75,000,000","$34,343,574","$219,519,367"
en,17.215999999999998,2016-11-25,8.1,3833,Wein.,Lion,"$12,000,000","$51,739,495","$149,570,720"
en,17.085,2016-10-21,5.6,2831,Par.,Jack Reacher: Never Go Back,"$60,000,000","$58,697,076","$159,946,489"
en,16.917,2016-06-03,7.7,5939,WB (NL),Me Before You,"$20,000,000","$56,245,075","$208,265,198"
en,16.685,2015-10-23,5.8,2193,LG/S,The Last Witch Hunter,"$80,000,000","$27,367,660","$130,818,912"
en,16.642,2016-05-27,6.5,3803,BV,Alice Through the Looking Glass,"$170,000,000","$77,042,381","$276,928,112"
en,16.637999999999998,2016-11-18,7.5,3176,RAtt.,Manchester by the Sea,"$8,500,000","$47,695,371","$77,733,867"
en,16.53,2016-08-05,5.9,13533,WB,Suicide Squad,"$175,000,000","$325,100,054","$746,059,887"
en,16.355999999999998,2015-11-25,7.3,4010,WB (NL),Creed,"$37,000,000","$109,767,581","$173,567,581"
en,16.354,2015-11-06,7.8,4935,ORF,Spotlight,"$20,000,000","$45,055,776","$92,088,460"
en,16.302,2016-08-26,5.6,1929,LG/S,Mechanic: Resurrection,"$40,000,000","$21,218,403","$109,738,840"
en,16.285999999999998,2016-11-04,6.6,1880,Fox,Trolls,"$125,000,000","$153,707,064","$344,150,134"
en,16.275,2016-12-09,7.9,10028,LG/S,La La Land,"$20,000,000","$151,101,803","$426,351,163"
en,16.248,2016-01-29,6.7,2944,Fox,Kung Fu Panda 3,"$140,000,000","$143,528,619","$517,599,142"
en,16.19,2016-11-18,7.4,4192,Focus,Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681"
en,15.749,2016-08-12,7.3,2468,LGF,Hell or High Water,"$12,000,000","$27,007,844","$37,584,304"
en,15.732000000000001,2016-06-24,5.1,3911,Fox,Independence Day: Resurgence,"$165,000,000","$103,144,286","$384,169,424"
en,15.435,2016-12-21,6.9,1337,LGF,Patriots Day,"$40,000,000","$31,886,361","$52,837,989"
en,15.392999999999999,2016-06-17,7.0,7845,BV,Finding Dory,"$200,000,000","$486,295,561","$1,021,215,193"
en,15.287,2016-03-04,5.9,2591,Focus,London Has Fallen,"$60,000,000","$62,524,260","$195,194,085"
en,15.232000000000001,2016-08-12,5.6,4237,Sony,Sausage Party,"$19,000,000","$97,670,358","$141,344,255"
